,cuisine
36989,thai
36990,mexican
36991,japanese
36992,thai
36993,italian
36994,indian
36995,mexican
36996,southern_us
36997,mexican
36998,french
36999,indian
37000,italian
37001,mexican
37002,russian
37003,chinese
37004,mexican
37005,greek
37006,italian
37007,japanese
37008,italian
37009,greek
37010,chinese
37011,southern_us
37012,french
37013,moroccan
37014,southern_us
37015,southern_us
37016,mexican
37017,moroccan
37018,mexican
37019,mexican
37020,filipino
37021,vietnamese
37022,italian
37023,french
37024,chinese
37025,mexican
37026,italian
37027,italian
37028,mexican
37029,french
37030,italian
37031,mexican
37032,indian
37033,korean
37034,jamaican
37035,italian
37036,british
37037,chinese
37038,italian
37039,thai
37040,italian
37041,vietnamese
37042,italian
37043,indian
37044,mexican
37045,indian
37046,indian
37047,italian
37048,italian
37049,chinese
37050,mexican
37051,british
37052,italian
37053,mexican
37054,italian
37055,indian
37056,indian
37057,cajun_creole
37058,thai
37059,japanese
37060,mexican
37061,indian
37062,jamaican
37063,mexican
37064,mexican
37065,british
37066,spanish
37067,thai
37068,mexican
37069,mexican
37070,vietnamese
37071,italian
37072,vietnamese
37073,cajun_creole
37074,mexican
37075,cajun_creole
37076,mexican
37077,italian
37078,moroccan
37079,spanish
37080,mexican
37081,mexican
37082,thai
37083,southern_us
37084,southern_us
37085,southern_us
37086,japanese
37087,japanese
37088,jamaican
37089,southern_us
37090,mexican
37091,italian
37092,jamaican
37093,mexican
37094,southern_us
37095,mexican
37096,mexican
37097,italian
37098,italian
37099,chinese
37100,jamaican
37101,mexican
37102,italian
37103,french
37104,indian
37105,chinese
37106,italian
37107,mexican
37108,indian
37109,chinese
37110,french
37111,thai
37112,mexican
37113,chinese
37114,mexican
37115,italian
37116,indian
37117,mexican
37118,italian
37119,british
37120,spanish
37121,vietnamese
37122,filipino
37123,italian
37124,southern_us
37125,chinese
37126,chinese
37127,french
37128,indian
37129,italian
37130,thai
37131,mexican
37132,indian
37133,italian
37134,irish
37135,spanish
37136,mexican
37137,italian
37138,mexican
37139,mexican
37140,mexican
37141,italian
37142,mexican
37143,mexican
37144,chinese
37145,spanish
37146,indian
37147,mexican
37148,cajun_creole
37149,indian
37150,southern_us
37151,italian
37152,southern_us
37153,italian
37154,spanish
37155,irish
37156,italian
37157,cajun_creole
37158,japanese
37159,chinese
37160,southern_us
37161,indian
37162,indian
37163,mexican
37164,mexican
37165,mexican
37166,chinese
37167,french
37168,italian
37169,mexican
37170,italian
37171,chinese
37172,greek
37173,indian
37174,italian
37175,spanish
37176,french
37177,mexican
37178,jamaican
37179,chinese
37180,chinese
37181,southern_us
37182,mexican
37183,russian
37184,vietnamese
37185,mexican
37186,thai
37187,southern_us
37188,italian
37189,italian
37190,southern_us
37191,mexican
37192,cajun_creole
37193,korean
37194,mexican
37195,thai
37196,italian
37197,british
37198,southern_us
37199,russian
37200,mexican
37201,moroccan
37202,italian
37203,indian
37204,mexican
37205,thai
37206,mexican
37207,japanese
37208,japanese
37209,spanish
37210,mexican
37211,thai
37212,mexican
37213,french
37214,mexican
37215,indian
37216,italian
37217,irish
37218,thai
37219,british
37220,chinese
37221,french
37222,french
37223,japanese
37224,southern_us
37225,spanish
37226,italian
37227,greek
37228,mexican
37229,mexican
37230,vietnamese
37231,french
37232,french
37233,cajun_creole
37234,mexican
37235,mexican
37236,brazilian
37237,indian
37238,greek
37239,indian
37240,italian
37241,thai
37242,mexican
37243,indian
37244,chinese
37245,cajun_creole
37246,italian
37247,mexican
37248,chinese
37249,southern_us
37250,korean
37251,chinese
37252,indian
37253,italian
37254,southern_us
37255,russian
37256,italian
37257,thai
37258,cajun_creole
37259,chinese
37260,mexican
37261,french
37262,mexican
37263,mexican
37264,mexican
37265,indian
37266,italian
37267,mexican
37268,mexican
37269,greek
37270,mexican
37271,mexican
37272,brazilian
37273,italian
37274,jamaican
37275,chinese
37276,mexican
37277,mexican
37278,chinese
37279,chinese
37280,mexican
37281,cajun_creole
37282,italian
37283,italian
37284,mexican
37285,chinese
37286,italian
37287,mexican
37288,french
37289,italian
37290,cajun_creole
37291,british
37292,russian
37293,indian
37294,indian
37295,spanish
37296,vietnamese
37297,chinese
37298,mexican
37299,thai
37300,southern_us
37301,korean
37302,chinese
37303,spanish
37304,filipino
37305,italian
37306,indian
37307,greek
37308,mexican
37309,chinese
37310,italian
37311,mexican
37312,italian
37313,indian
37314,southern_us
37315,french
37316,moroccan
37317,mexican
37318,vietnamese
37319,mexican
37320,mexican
37321,italian
37322,italian
37323,mexican
37324,italian
37325,moroccan
37326,indian
37327,mexican
37328,mexican
37329,cajun_creole
37330,indian
37331,thai
37332,southern_us
37333,indian
37334,french
37335,mexican
37336,mexican
37337,cajun_creole
37338,indian
37339,southern_us
37340,chinese
37341,italian
37342,indian
37343,southern_us
37344,southern_us
37345,chinese
37346,thai
37347,spanish
37348,korean
37349,indian
37350,italian
37351,japanese
37352,italian
37353,italian
37354,italian
37355,italian
37356,italian
37357,mexican
37358,indian
37359,french
37360,mexican
37361,italian
37362,italian
37363,chinese
37364,italian
37365,italian
37366,spanish
37367,italian
37368,indian
37369,indian
37370,moroccan
37371,french
37372,thai
37373,mexican
37374,italian
37375,italian
37376,mexican
37377,filipino
37378,thai
37379,italian
37380,italian
37381,brazilian
37382,mexican
37383,indian
37384,irish
37385,italian
37386,greek
37387,chinese
37388,italian
37389,mexican
37390,spanish
37391,mexican
37392,indian
37393,mexican
37394,mexican
37395,indian
37396,italian
37397,indian
37398,indian
37399,vietnamese
37400,mexican
37401,indian
37402,thai
37403,korean
37404,mexican
37405,mexican
37406,indian
37407,indian
37408,british
37409,chinese
37410,korean
37411,thai
37412,spanish
37413,mexican
37414,southern_us
37415,indian
37416,italian
37417,irish
37418,cajun_creole
37419,mexican
37420,chinese
37421,japanese
37422,italian
37423,italian
37424,italian
37425,italian
37426,chinese
37427,cajun_creole
37428,chinese
37429,southern_us
37430,southern_us
37431,french
37432,mexican
37433,chinese
37434,italian
37435,cajun_creole
37436,mexican
37437,italian
37438,mexican
37439,chinese
37440,mexican
37441,japanese
37442,chinese
37443,italian
37444,korean
37445,mexican
37446,mexican
37447,indian
37448,italian
37449,indian
37450,thai
37451,vietnamese
37452,italian
37453,chinese
37454,mexican
37455,french
37456,italian
37457,southern_us
37458,indian
37459,mexican
37460,irish
37461,korean
37462,vietnamese
37463,italian
37464,french
37465,southern_us
37466,italian
37467,cajun_creole
37468,indian
37469,southern_us
37470,indian
37471,french
37472,moroccan
37473,jamaican
37474,british
37475,cajun_creole
37476,italian
37477,chinese
37478,mexican
37479,southern_us
37480,mexican
37481,italian
37482,italian
37483,spanish
37484,italian
37485,mexican
37486,french
37487,mexican
37488,mexican
37489,spanish
37490,british
37491,indian
37492,mexican
37493,chinese
37494,indian
37495,chinese
37496,indian
37497,korean
37498,italian
37499,indian
37500,chinese
37501,mexican
37502,italian
37503,italian
37504,chinese
37505,indian
37506,mexican
37507,french
37508,indian
37509,mexican
37510,italian
37511,indian
37512,southern_us
37513,mexican
37514,italian
37515,indian
37516,indian
37517,italian
37518,thai
37519,spanish
37520,cajun_creole
37521,italian
37522,indian
37523,spanish
37524,italian
37525,italian
37526,chinese
37527,indian
37528,cajun_creole
37529,mexican
37530,mexican
37531,chinese
37532,southern_us
37533,indian
37534,moroccan
37535,mexican
37536,italian
37537,vietnamese
37538,cajun_creole
37539,indian
37540,mexican
37541,british
37542,mexican
37543,greek
37544,moroccan
37545,chinese
37546,french
37547,italian
37548,french
37549,moroccan
37550,indian
37551,italian
37552,mexican
37553,thai
37554,mexican
37555,mexican
37556,greek
37557,italian
37558,japanese
37559,mexican
37560,french
37561,thai
37562,japanese
37563,jamaican
37564,french
37565,thai
37566,mexican
37567,southern_us
37568,brazilian
37569,cajun_creole
37570,thai
37571,mexican
37572,french
37573,italian
37574,vietnamese
37575,moroccan
37576,italian
37577,chinese
37578,mexican
37579,jamaican
37580,mexican
37581,brazilian
37582,mexican
37583,thai
37584,chinese
37585,korean
37586,italian
37587,chinese
37588,japanese
37589,cajun_creole
37590,mexican
37591,british
37592,italian
37593,mexican
37594,mexican
37595,mexican
37596,filipino
37597,chinese
37598,southern_us
37599,mexican
37600,irish
37601,french
37602,korean
37603,italian
37604,mexican
37605,french
37606,southern_us
37607,southern_us
37608,mexican
37609,mexican
37610,indian
37611,chinese
37612,thai
37613,mexican
37614,french
37615,filipino
37616,mexican
37617,italian
37618,mexican
37619,mexican
37620,southern_us
37621,chinese
37622,indian
37623,mexican
37624,mexican
37625,southern_us
37626,greek
37627,mexican
37628,indian
37629,thai
37630,thai
37631,vietnamese
37632,indian
37633,mexican
37634,mexican
37635,italian
37636,indian
37637,indian
37638,chinese
37639,indian
37640,moroccan
37641,mexican
37642,thai
37643,brazilian
37644,southern_us
37645,italian
37646,chinese
37647,italian
37648,french
37649,japanese
37650,korean
37651,chinese
37652,italian
37653,southern_us
37654,spanish
37655,russian
37656,italian
37657,mexican
37658,japanese
37659,greek
37660,chinese
37661,chinese
37662,brazilian
37663,italian
37664,chinese
37665,filipino
37666,chinese
37667,japanese
37668,southern_us
37669,italian
37670,southern_us
37671,irish
37672,filipino
37673,southern_us
37674,mexican
37675,southern_us
37676,italian
37677,indian
37678,indian
37679,southern_us
37680,vietnamese
37681,mexican
37682,french
37683,italian
37684,mexican
37685,mexican
37686,indian
37687,vietnamese
37688,southern_us
37689,chinese
37690,southern_us
37691,chinese
37692,moroccan
37693,spanish
37694,southern_us
37695,filipino
37696,italian
37697,southern_us
37698,japanese
37699,italian
37700,southern_us
37701,southern_us
37702,french
37703,mexican
37704,southern_us
37705,italian
37706,southern_us
37707,thai
37708,cajun_creole
37709,mexican
37710,italian
37711,french
37712,thai
37713,greek
37714,korean
37715,mexican
37716,chinese
37717,chinese
37718,spanish
37719,mexican
37720,mexican
37721,indian
37722,southern_us
37723,filipino
37724,mexican
37725,brazilian
37726,italian
37727,italian
37728,mexican
37729,french
37730,japanese
37731,italian
37732,italian
37733,mexican
37734,french
37735,mexican
37736,mexican
37737,chinese
37738,french
37739,japanese
37740,thai
37741,italian
37742,irish
37743,french
37744,italian
37745,french
37746,japanese
37747,italian
37748,filipino
37749,french
37750,moroccan
37751,italian
37752,mexican
37753,italian
37754,mexican
37755,filipino
37756,southern_us
37757,mexican
37758,italian
37759,moroccan
37760,filipino
37761,filipino
37762,french
37763,italian
37764,brazilian
37765,italian
37766,mexican
37767,italian
37768,mexican
37769,southern_us
37770,chinese
37771,vietnamese
37772,italian
37773,filipino
37774,moroccan
37775,mexican
37776,southern_us
37777,filipino
37778,indian
37779,japanese
37780,irish
37781,italian
37782,italian
37783,greek
37784,chinese
37785,indian
37786,russian
37787,indian
37788,italian
37789,italian
37790,southern_us
37791,mexican
37792,italian
37793,russian
37794,british
37795,indian
37796,thai
37797,brazilian
37798,thai
37799,vietnamese
37800,mexican
37801,greek
37802,indian
37803,southern_us
37804,southern_us
37805,italian
37806,cajun_creole
37807,mexican
37808,irish
37809,cajun_creole
37810,mexican
37811,indian
37812,thai
37813,chinese
37814,japanese
37815,southern_us
37816,italian
37817,greek
37818,chinese
37819,filipino
37820,korean
37821,filipino
37822,spanish
37823,british
37824,mexican
37825,mexican
37826,spanish
37827,indian
37828,brazilian
37829,greek
37830,italian
37831,italian
37832,mexican
37833,vietnamese
37834,mexican
37835,italian
37836,french
37837,indian
37838,korean
37839,cajun_creole
37840,southern_us
37841,mexican
37842,mexican
37843,moroccan
37844,cajun_creole
37845,chinese
37846,vietnamese
37847,brazilian
37848,cajun_creole
37849,russian
37850,vietnamese
37851,british
37852,indian
37853,indian
37854,vietnamese
37855,italian
37856,italian
37857,southern_us
37858,indian
37859,irish
37860,italian
37861,mexican
37862,chinese
37863,southern_us
37864,italian
37865,mexican
37866,korean
37867,spanish
37868,mexican
37869,indian
37870,chinese
37871,french
37872,italian
37873,japanese
37874,french
37875,moroccan
37876,indian
37877,spanish
37878,mexican
37879,southern_us
37880,mexican
37881,mexican
37882,mexican
37883,southern_us
37884,mexican
37885,chinese
37886,british
37887,mexican
37888,mexican
37889,italian
37890,mexican
37891,chinese
37892,chinese
37893,southern_us
37894,italian
37895,mexican
37896,mexican
37897,japanese
37898,japanese
37899,japanese
37900,mexican
37901,mexican
37902,thai
37903,french
37904,mexican
37905,spanish
37906,vietnamese
37907,cajun_creole
37908,jamaican
37909,italian
37910,mexican
37911,greek
37912,mexican
37913,chinese
37914,southern_us
37915,chinese
37916,italian
37917,thai
37918,southern_us
37919,french
37920,cajun_creole
37921,mexican
37922,moroccan
37923,indian
37924,chinese
37925,french
37926,mexican
37927,indian
37928,indian
37929,mexican
37930,cajun_creole
37931,jamaican
37932,spanish
37933,indian
37934,indian
37935,jamaican
37936,indian
37937,greek
37938,irish
37939,italian
37940,mexican
37941,chinese
37942,italian
37943,italian
37944,spanish
37945,chinese
37946,indian
37947,chinese
37948,italian
37949,french
37950,indian
37951,italian
37952,chinese
37953,thai
37954,italian
37955,chinese
37956,british
37957,italian
37958,italian
37959,indian
37960,chinese
37961,indian
37962,italian
37963,cajun_creole
37964,mexican
37965,italian
37966,japanese
37967,indian
37968,chinese
37969,italian
37970,thai
37971,southern_us
37972,indian
37973,russian
37974,irish
37975,italian
37976,indian
37977,chinese
37978,chinese
37979,thai
37980,chinese
37981,italian
37982,italian
37983,italian
37984,korean
37985,thai
37986,chinese
37987,italian
37988,italian
37989,cajun_creole
37990,greek
37991,italian
37992,italian
37993,japanese
37994,italian
37995,spanish
37996,japanese
37997,italian
37998,indian
37999,indian
38000,italian
38001,korean
38002,southern_us
38003,italian
38004,cajun_creole
38005,indian
38006,spanish
38007,italian
38008,greek
38009,indian
38010,filipino
38011,mexican
38012,korean
38013,british
38014,italian
38015,french
38016,thai
38017,italian
38018,japanese
38019,mexican
38020,french
38021,italian
38022,italian
38023,italian
38024,southern_us
38025,cajun_creole
38026,french
38027,greek
38028,french
38029,french
38030,italian
38031,southern_us
38032,spanish
38033,korean
38034,southern_us
38035,cajun_creole
38036,french
38037,spanish
38038,thai
38039,southern_us
38040,greek
38041,mexican
38042,mexican
38043,indian
38044,thai
38045,indian
38046,thai
38047,indian
38048,korean
38049,mexican
38050,mexican
38051,italian
38052,thai
38053,brazilian
38054,brazilian
38055,indian
38056,french
38057,indian
38058,chinese
38059,southern_us
38060,italian
38061,italian
38062,southern_us
38063,italian
38064,southern_us
38065,mexican
38066,mexican
38067,italian
38068,mexican
38069,korean
38070,mexican
38071,french
38072,cajun_creole
38073,cajun_creole
38074,italian
38075,mexican
38076,british
38077,southern_us
38078,italian
38079,italian
38080,chinese
38081,southern_us
38082,japanese
38083,chinese
38084,italian
38085,italian
38086,vietnamese
38087,greek
38088,mexican
38089,mexican
38090,italian
38091,mexican
38092,indian
38093,southern_us
38094,french
38095,british
38096,french
38097,southern_us
38098,indian
38099,thai
38100,indian
38101,indian
38102,thai
38103,chinese
38104,chinese
38105,spanish
38106,mexican
38107,indian
38108,italian
38109,chinese
38110,brazilian
38111,mexican
38112,spanish
38113,moroccan
38114,irish
38115,chinese
38116,italian
38117,mexican
38118,chinese
38119,french
38120,indian
38121,french
38122,indian
38123,vietnamese
38124,indian
38125,vietnamese
38126,southern_us
38127,jamaican
38128,italian
38129,mexican
38130,mexican
38131,italian
38132,mexican
38133,vietnamese
38134,cajun_creole
38135,southern_us
38136,french
38137,french
38138,korean
38139,indian
38140,chinese
38141,chinese
38142,italian
38143,cajun_creole
38144,italian
38145,cajun_creole
38146,thai
38147,mexican
38148,southern_us
38149,korean
38150,chinese
38151,moroccan
38152,southern_us
38153,southern_us
38154,moroccan
38155,italian
38156,italian
38157,mexican
38158,mexican
38159,french
38160,southern_us
38161,greek
38162,mexican
38163,italian
38164,mexican
38165,chinese
38166,southern_us
38167,southern_us
38168,mexican
38169,italian
38170,italian
38171,italian
38172,mexican
38173,mexican
38174,mexican
38175,southern_us
38176,thai
38177,southern_us
38178,spanish
38179,mexican
38180,greek
38181,italian
38182,japanese
38183,southern_us
38184,mexican
38185,southern_us
38186,french
38187,korean
38188,mexican
38189,korean
38190,japanese
38191,mexican
38192,mexican
38193,mexican
38194,mexican
38195,greek
38196,italian
38197,chinese
38198,british
38199,thai
38200,chinese
38201,italian
38202,thai
38203,indian
38204,southern_us
38205,russian
38206,indian
38207,southern_us
38208,mexican
38209,spanish
38210,chinese
38211,filipino
38212,spanish
38213,mexican
38214,moroccan
38215,mexican
38216,indian
38217,indian
38218,italian
38219,brazilian
38220,moroccan
38221,thai
38222,vietnamese
38223,jamaican
38224,mexican
38225,mexican
38226,greek
38227,southern_us
38228,thai
38229,italian
38230,southern_us
38231,italian
38232,french
38233,greek
38234,southern_us
38235,french
38236,mexican
38237,mexican
38238,italian
38239,mexican
38240,japanese
38241,italian
38242,thai
38243,french
38244,spanish
38245,italian
38246,mexican
38247,mexican
38248,southern_us
38249,italian
38250,greek
38251,indian
38252,mexican
38253,mexican
38254,mexican
38255,italian
38256,italian
38257,mexican
38258,indian
38259,italian
38260,chinese
38261,chinese
38262,indian
38263,southern_us
38264,italian
38265,filipino
38266,french
38267,greek
38268,southern_us
38269,vietnamese
38270,greek
38271,japanese
38272,southern_us
38273,indian
38274,indian
38275,mexican
38276,southern_us
38277,greek
38278,italian
38279,mexican
38280,indian
38281,vietnamese
38282,greek
38283,british
38284,cajun_creole
38285,southern_us
38286,indian
38287,vietnamese
38288,brazilian
38289,indian
38290,italian
38291,mexican
38292,italian
38293,indian
38294,southern_us
38295,cajun_creole
38296,vietnamese
38297,southern_us
38298,indian
38299,filipino
38300,cajun_creole
38301,italian
38302,italian
38303,french
38304,greek
38305,southern_us
38306,thai
38307,indian
38308,moroccan
38309,mexican
38310,italian
38311,brazilian
38312,southern_us
38313,cajun_creole
38314,filipino
38315,chinese
38316,indian
38317,british
38318,mexican
38319,cajun_creole
38320,mexican
38321,filipino
38322,moroccan
38323,british
38324,moroccan
38325,southern_us
38326,thai
38327,mexican
38328,mexican
38329,southern_us
38330,moroccan
38331,spanish
38332,korean
38333,japanese
38334,mexican
38335,chinese
38336,mexican
38337,thai
38338,indian
38339,mexican
38340,chinese
38341,italian
38342,italian
38343,italian
38344,russian
38345,chinese
38346,mexican
38347,mexican
38348,vietnamese
38349,chinese
38350,cajun_creole
38351,chinese
38352,italian
38353,chinese
38354,mexican
38355,french
38356,mexican
38357,filipino
38358,italian
38359,mexican
38360,cajun_creole
38361,italian
38362,thai
38363,vietnamese
38364,italian
38365,southern_us
38366,italian
38367,cajun_creole
38368,italian
38369,russian
38370,italian
38371,cajun_creole
38372,mexican
38373,italian
38374,british
38375,mexican
38376,italian
38377,southern_us
38378,spanish
38379,italian
38380,thai
38381,thai
38382,thai
38383,southern_us
38384,italian
38385,italian
38386,indian
38387,italian
38388,indian
38389,italian
38390,british
38391,chinese
38392,chinese
38393,italian
38394,mexican
38395,british
38396,indian
38397,french
38398,filipino
38399,chinese
38400,french
38401,italian
38402,japanese
38403,indian
38404,italian
38405,italian
38406,mexican
38407,indian
38408,vietnamese
38409,thai
38410,french
38411,french
38412,mexican
38413,french
38414,italian
38415,southern_us
38416,cajun_creole
38417,indian
38418,chinese
38419,southern_us
38420,korean
38421,chinese
38422,italian
38423,southern_us
38424,jamaican
38425,italian
38426,mexican
38427,mexican
38428,indian
38429,indian
38430,mexican
38431,cajun_creole
38432,japanese
38433,russian
38434,indian
38435,chinese
38436,southern_us
38437,mexican
38438,chinese
38439,mexican
38440,italian
38441,jamaican
38442,southern_us
38443,indian
38444,cajun_creole
38445,cajun_creole
38446,indian
38447,mexican
38448,greek
38449,mexican
38450,southern_us
38451,french
38452,southern_us
38453,french
38454,japanese
38455,japanese
38456,russian
38457,greek
38458,brazilian
38459,chinese
38460,cajun_creole
38461,mexican
38462,french
38463,indian
38464,italian
38465,vietnamese
38466,italian
38467,filipino
38468,chinese
38469,italian
38470,italian
38471,mexican
38472,italian
38473,french
38474,indian
38475,mexican
38476,indian
38477,italian
38478,italian
38479,korean
38480,japanese
38481,chinese
38482,thai
38483,chinese
38484,spanish
38485,italian
38486,thai
38487,italian
38488,spanish
38489,thai
38490,korean
38491,british
38492,italian
38493,indian
38494,mexican
38495,italian
38496,thai
38497,thai
38498,southern_us
38499,southern_us
38500,british
38501,mexican
38502,british
38503,thai
38504,french
38505,southern_us
38506,vietnamese
38507,chinese
38508,greek
38509,british
38510,italian
38511,italian
38512,italian
38513,mexican
38514,southern_us
38515,russian
38516,italian
38517,southern_us
38518,indian
38519,indian
38520,southern_us
38521,indian
38522,southern_us
38523,mexican
38524,southern_us
38525,thai
38526,italian
38527,chinese
38528,mexican
38529,korean
38530,mexican
38531,mexican
38532,spanish
38533,mexican
38534,irish
38535,filipino
38536,indian
38537,chinese
38538,thai
38539,indian
38540,vietnamese
38541,italian
38542,french
38543,chinese
38544,italian
38545,mexican
38546,italian
38547,chinese
38548,spanish
38549,british
38550,spanish
38551,indian
38552,indian
38553,mexican
38554,irish
38555,moroccan
38556,cajun_creole
38557,french
38558,indian
38559,moroccan
38560,mexican
38561,italian
38562,italian
38563,mexican
38564,indian
38565,italian
38566,italian
38567,jamaican
38568,chinese
38569,italian
38570,indian
38571,southern_us
38572,brazilian
38573,korean
38574,french
38575,chinese
38576,korean
38577,japanese
38578,irish
38579,french
38580,mexican
38581,moroccan
38582,indian
38583,korean
38584,italian
38585,italian
38586,mexican
38587,indian
38588,italian
38589,mexican
38590,filipino
38591,chinese
38592,thai
38593,irish
38594,british
38595,southern_us
38596,mexican
38597,southern_us
38598,italian
38599,korean
38600,french
38601,indian
38602,cajun_creole
38603,italian
38604,japanese
38605,mexican
38606,southern_us
38607,indian
38608,southern_us
38609,southern_us
38610,italian
38611,southern_us
38612,british
38613,southern_us
38614,southern_us
38615,mexican
38616,chinese
38617,mexican
38618,italian
38619,chinese
38620,indian
38621,filipino
38622,french
38623,mexican
38624,italian
38625,cajun_creole
38626,indian
38627,thai
38628,italian
38629,chinese
38630,russian
38631,mexican
38632,italian
38633,chinese
38634,italian
38635,mexican
38636,cajun_creole
38637,indian
38638,thai
38639,indian
38640,italian
38641,mexican
38642,irish
38643,indian
38644,russian
38645,japanese
38646,chinese
38647,japanese
38648,mexican
38649,italian
38650,french
38651,italian
38652,vietnamese
38653,mexican
38654,mexican
38655,italian
38656,thai
38657,italian
38658,spanish
38659,chinese
38660,southern_us
38661,indian
38662,mexican
38663,southern_us
38664,italian
38665,british
38666,mexican
38667,french
38668,mexican
38669,italian
38670,russian
38671,mexican
38672,cajun_creole
38673,chinese
38674,thai
38675,greek
38676,southern_us
38677,japanese
38678,greek
38679,southern_us
38680,chinese
38681,chinese
38682,southern_us
38683,southern_us
38684,japanese
38685,french
38686,italian
38687,greek
38688,chinese
38689,mexican
38690,italian
38691,italian
38692,italian
38693,southern_us
38694,southern_us
38695,mexican
38696,mexican
38697,indian
38698,british
38699,southern_us
38700,cajun_creole
38701,chinese
38702,italian
38703,spanish
38704,mexican
38705,southern_us
38706,southern_us
38707,greek
38708,vietnamese
38709,southern_us
38710,italian
38711,french
38712,french
38713,french
38714,japanese
38715,irish
38716,indian
38717,cajun_creole
38718,moroccan
38719,mexican
38720,mexican
38721,italian
38722,spanish
38723,indian
38724,irish
38725,thai
38726,italian
38727,french
38728,korean
38729,southern_us
38730,indian
38731,mexican
38732,italian
38733,indian
38734,indian
38735,mexican
38736,chinese
38737,italian
38738,italian
38739,mexican
38740,mexican
38741,vietnamese
38742,mexican
38743,french
38744,mexican
38745,chinese
38746,irish
38747,italian
38748,italian
38749,french
38750,chinese
38751,indian
38752,mexican
38753,italian
38754,indian
38755,indian
38756,thai
38757,indian
38758,brazilian
38759,southern_us
38760,mexican
38761,mexican
38762,italian
38763,italian
38764,italian
38765,mexican
38766,vietnamese
38767,indian
38768,indian
38769,southern_us
38770,french
38771,mexican
38772,filipino
38773,southern_us
38774,indian
38775,indian
38776,italian
38777,moroccan
38778,japanese
38779,italian
38780,southern_us
38781,thai
38782,indian
38783,southern_us
38784,italian
38785,irish
38786,indian
38787,southern_us
38788,mexican
38789,mexican
38790,cajun_creole
38791,italian
38792,mexican
38793,indian
38794,italian
38795,japanese
38796,italian
38797,southern_us
38798,italian
38799,southern_us
38800,moroccan
38801,chinese
38802,mexican
38803,french
38804,southern_us
38805,cajun_creole
38806,french
38807,french
38808,chinese
38809,greek
38810,italian
38811,thai
38812,korean
38813,cajun_creole
38814,jamaican
38815,vietnamese
38816,indian
38817,british
38818,italian
38819,southern_us
38820,vietnamese
38821,italian
38822,greek
38823,mexican
38824,mexican
38825,korean
38826,italian
38827,italian
38828,vietnamese
38829,spanish
38830,greek
38831,cajun_creole
38832,cajun_creole
38833,chinese
38834,chinese
38835,moroccan
38836,cajun_creole
38837,chinese
38838,italian
38839,spanish
38840,french
38841,french
38842,japanese
38843,mexican
38844,indian
38845,italian
38846,mexican
38847,british
38848,italian
38849,greek
38850,filipino
38851,southern_us
38852,indian
38853,vietnamese
38854,thai
38855,french
38856,southern_us
38857,italian
38858,southern_us
38859,russian
38860,italian
38861,filipino
38862,italian
38863,italian
38864,italian
38865,brazilian
38866,italian
38867,italian
38868,italian
38869,british
38870,chinese
38871,thai
38872,moroccan
38873,cajun_creole
38874,filipino
38875,italian
38876,brazilian
38877,cajun_creole
38878,indian
38879,french
38880,italian
38881,vietnamese
38882,indian
38883,italian
38884,japanese
38885,mexican
38886,mexican
38887,irish
38888,greek
38889,mexican
38890,italian
38891,moroccan
38892,moroccan
38893,mexican
38894,mexican
38895,cajun_creole
38896,italian
38897,greek
38898,french
38899,italian
38900,french
38901,moroccan
38902,greek
38903,chinese
38904,japanese
38905,japanese
38906,mexican
38907,italian
38908,filipino
38909,jamaican
38910,mexican
38911,mexican
38912,mexican
38913,chinese
38914,mexican
38915,mexican
38916,french
38917,japanese
38918,chinese
38919,southern_us
38920,french
38921,italian
38922,irish
38923,british
38924,cajun_creole
38925,british
38926,mexican
38927,japanese
38928,french
38929,italian
38930,chinese
38931,italian
38932,filipino
38933,chinese
38934,vietnamese
38935,spanish
38936,french
38937,indian
38938,italian
38939,mexican
38940,thai
38941,french
38942,jamaican
38943,mexican
38944,southern_us
38945,mexican
38946,mexican
38947,irish
38948,spanish
38949,italian
38950,mexican
38951,italian
38952,mexican
38953,italian
38954,spanish
38955,mexican
38956,chinese
38957,french
38958,mexican
38959,irish
38960,filipino
38961,southern_us
38962,jamaican
38963,mexican
38964,southern_us
38965,british
38966,moroccan
38967,italian
38968,greek
38969,vietnamese
38970,italian
38971,cajun_creole
38972,southern_us
38973,cajun_creole
38974,italian
38975,italian
38976,french
38977,italian
38978,cajun_creole
38979,british
38980,southern_us
38981,korean
38982,mexican
38983,italian
38984,southern_us
38985,japanese
38986,mexican
38987,french
38988,japanese
38989,mexican
38990,french
38991,chinese
38992,italian
38993,moroccan
38994,greek
38995,southern_us
38996,southern_us
38997,mexican
38998,indian
38999,spanish
39000,moroccan
39001,british
39002,cajun_creole
39003,italian
39004,mexican
39005,greek
39006,thai
39007,mexican
39008,vietnamese
39009,jamaican
39010,jamaican
39011,southern_us
39012,filipino
39013,italian
39014,british
39015,russian
39016,spanish
39017,vietnamese
39018,korean
39019,italian
39020,italian
39021,japanese
39022,southern_us
39023,thai
39024,chinese
39025,mexican
39026,vietnamese
39027,french
39028,japanese
39029,italian
39030,mexican
39031,jamaican
39032,mexican
39033,spanish
39034,chinese
39035,chinese
39036,thai
39037,southern_us
39038,mexican
39039,chinese
39040,cajun_creole
39041,spanish
39042,french
39043,chinese
39044,mexican
39045,italian
39046,chinese
39047,italian
39048,thai
39049,french
39050,indian
39051,vietnamese
39052,thai
39053,indian
39054,mexican
39055,italian
39056,chinese
39057,italian
39058,brazilian
39059,mexican
39060,japanese
39061,british
39062,greek
